VALUE,COUNT,FSTTYP_W,LC16_EVT_2,FORTYPCD,FORTYPNAME,FILTER,KB COMMENT,FLDTYPCD,FLDTYPNAME,EVT_NAME,EVT_LF,SAF_SRM
2300,733,520,7032,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Red Fir Forest,Tree,SAF 207: Red Fir
2403,25811,520,9129,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Foothill and Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
2411,1571,520,7030,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2422,16,520,7260,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,SAF 246: California Black Oak
2430,129,520,7261,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tree,SAF 246: California Black Oak
2431,204,520,7029,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Mixed Oak Woodland,Tree,SAF 246: California Black Oak
2536,277,520,9133,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Tree,SRM 203: Riparian Woodland
2621,5,520,7037,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
2633,486,520,7043,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Mixed Evergreen Forest,Tree,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone
2740,288,520,7028,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
2752,251,520,7027,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Tree,SAF 243: Sierra Nevada Mixed Conifer
2758,7,520,7170,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Klamath-Siskiyou Xeromorphic Serpentine Savanna,Tree,SAF 248: Knobcone Pine
2776,57,520,7031,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tree,SAF 247: Jeffrey Pine
2823,35,520,7008,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
2904,162,520,9003,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Great Basin Foothill and Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
2965,60,520,7172,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,SAF 211: White Fir
3165,16,520,7048,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Northwestern Great Plains Highland White Spruce Woodland,Tree,SAF 201: White Spruce
3216,53,520,7044,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Northern California Mesic Subalpine Woodland,Tree,SAF 205: Mountain Hemlock
3230,6,520,7021,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Tree,SAF 231: Port Orford-Cedar
3463,1,520,7314,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,North-Central Interior Maple-Basswood Forest,Tree,SAF 26: Sugar Maple-Basswood
3546,5621,520,9302,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Californian Ruderal Forest,Tree,LF 53: Ruderal Forest
3605,20,520,7052,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 211: White Fir
3668,1,520,7020,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
3706,1,520,9014,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Northwestern Great Plains Floodplain Forest and Woodland,Tree,LF 42: Great Plains Riparian
3727,12466,520,7151,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,California Central Valley Riparian Woodland,Tree,SRM 203: Riparian Woodland
3812,701,520,7012,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,SRM 418: Bigtooth Maple
3836,6,520,7016,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Colorado Plateau Pinyon-Juniper Woodland,Tree,SRM 504: Juniper-Pinyon Pine Woodland
3841,22,520,7019,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Great Basin Pinyon-Juniper Woodland,Tree,SRM 412: Juniper-Pinyon Woodland
3846,4,520,7112,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,California Central Valley Mixed Oak Savanna,Tree,SRM 201: Blue Oak Woodland
4093,148,520,7113,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,California Coastal Live Oak Woodland and Savanna,Tree,SAF 255: California Coast Live Oak
4169,21,520,7114,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,California Lower Montane Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
4171,6,520,7265,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Tree,SAF 250: Blue Oak-Digger Pine
4172,2941,520,7014,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Central and Southern California Mixed Evergreen Woodland,Tree,SAF 249: Canyon Live Oak
4262,94,520,7015,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,California Coastal Redwood Forest,Tree,SAF 232: Redwood
4432,560,520,9035,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,North American Warm Desert Lower Montane Riparian Woodland,Tree,SRM 203: Riparian Woodland
4702,201,520,7051,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
4755,162,520,7024,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4797,183,520,7054,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Southern Rocky Mountain Ponderosa Pine Woodland,Tree,SAF 237: Interior Ponderosa Pine
4809,19,520,7026,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Madrean Upper Montane Conifer-Oak Forest and Woodland,Tree,SAF 241: Western Live Oak
4838,5,520,9034,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,North American Warm Desert Riparian Woodland,Tree,SRM 203: Riparian Woodland
4911,3,520,7025,520,Mixed upland hardwoods,???,,406,Loblolly pine / hardwood,Madrean Pinyon-Juniper Woodland,Tree,SRM 504: Juniper-Pinyon Pine Woodland
20,1331586,962,7063,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Broadleaf Landslide Forest,Tree,SAF 221: Red Alder
35,381825,962,7156,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Lowland Riparian Forest,Tree,SAF 222: Black Cottonwood-Willow
61,139625,962,9170,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Lowland Mixed Hardwood-Conifer Forest,Tree,SAF 229: Pacific Douglas-Fir
69,6125,962,7178,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,Tree,SAF 227: Western Redcedar-Western Hemlock
78,5122,962,9165,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Hardwood-Conifer Swamp,Tree,SAF 222: Black Cottonwood-Willow
126,2706,962,7158,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Montane Riparian Woodland,Tree,SAF 222: Black Cottonwood-Willow
187,559,962,7042,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Mesic Western Hemlock-Silver Fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
193,17829,962,7036,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Seasonal Sitka Spruce Forest,Tree,SAF 223: Sitka Spruce
217,561618,962,7056,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
220,483502,962,7055,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,SAF 206: Engelmann Spruce-Subalpine Fir
248,855,962,7038,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Maritime Mesic Subalpine Parkland,Tree,SAF 205: Mountain Hemlock
260,128275,962,7037,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
268,4394,962,7041,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Mountain Hemlock Forest,Tree,SAF 205: Mountain Hemlock
299,42565,962,7045,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,SAF 210: Interior Douglas-Fir
301,2163,962,9022,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Rocky Mountain Subalpine-Montane Riparian Woodland,Tree,SRM 422: Riparian
307,728,962,7174,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,Tree,SAF 226: Coastal True Fir-Hemlock
310,50764,962,7050,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Rocky Mountain Lodgepole Pine Forest,Tree,SAF 218: Lodgepole Pine
311,200846,962,7053,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
338,8790,962,7046,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Subalpine Woodland and Parkland,Tree,SAF 208: Whitebark Pine
349,126611,962,7011,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Rocky Mountain Aspen Forest and Woodland,Tree,SAF 217: Aspen
372,16401,962,7039,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Tree,SAF 230: Douglas-Fir-Western Hemlock
434,951,962,9002,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Columbia Basin Foothill Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
435,6891,962,7165,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Foothill Conifer Wooded Steppe,Tree,SRM 109: Ponderosa Pine-Shrubland
535,18379,962,7018,962,Other hardwoods,???,,185,Pinyon / juniper woodland,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,SAF 213: Grand Fir
553,4498,962,7010,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Western Larch Savanna,Tree,SAF 212: Western Larch
600,10096,962,9012,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Lower Montane Riparian Woodland,Tree,SAF 235: Cottonwood-Willow
650,64103,962,7047,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tree,SAF 213: Grand Fir
770,122,962,7035,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Dry Douglas-fir-(Madrone) Forest and Woodland,Tree,SAF 229: Pacific Douglas-Fir
867,99,962,7161,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern Rocky Mountain Conifer Swamp,Tree,SAF 227: Western Redcedar-Western Hemlock
1000,99632,962,7166,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,Tree,SAF 210: Interior Douglas-Fir
1016,534,962,9015,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northwestern Great Plains Riparian Forest,Tree,LF 42: Great Plains Riparian
1053,6005,962,7049,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tree,SAF 219: Limber Pine
1121,22680,962,7179,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,SAF 237: Interior Ponderosa Pine
1171,595,962,7008,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Oak Woodland,Tree,SAF 233: Oregon White Oak
1205,5051,962,7060,962,Other hardwoods,???,,185,Pinyon / juniper woodland,East Cascades Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1210,701,962,7385,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Great Plains Wooded Draw and Ravine Woodland,Tree,LF 41: Deciduous Shrubland
1250,33,962,7262,962,Other hardwoods,???,,185,Pinyon / juniper woodland,East Cascades Oak Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1286,3417,962,9179,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North-Central Interior Floodplain Forest,Tree,SAF 61: River Birch-Sycamore
1301,4586,962,7013,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Western Great Plains Dry Bur Oak Forest and Woodland,Tree,SAF 236: Bur Oak
1309,2453,962,7009,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northwestern Great Plains Aspen Forest and Parkland,Tree,SAF 217: Aspen
1478,359,962,9315,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Northern & Central Native Ruderal Forest,Tree,LF 53: Ruderal Forest
1493,3,962,7263,962,Other hardwoods,???,,185,Pinyon / juniper woodland,East Cascades Oak-Ponderosa Pine Forest and Woodland,Tree,SAF 237: Interior Ponderosa Pine
1570,25172,962,7061,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,SAF 217: Aspen
1600,56,962,7057,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tree,SAF 209: Bristlecone Pine
1710,6617,962,9327,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Interior West Ruderal Riparian Forest,Tree,LF 58: Introduced Woody Wetlands and Riparian Vegetation
1744,10218,962,7062,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tree,SRM 415: Curlleaf Mountain-Mahogany
1758,298,962,7173,962,Other hardwoods,???,,185,Pinyon / juniper woodland,North Pacific Wooded Volcanic Flowage,Tree,SAF 218: Lodgepole Pine
1810,1528,962,7017,962,Other hardwoods,???,,185,Pinyon / juniper woodland,Columbia Plateau Western Juniper Woodland and Savanna,Tree,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass
